direction	spBLEU	chrF++	len_ratio
ars_Arab-oci_Latn	25.53	46.67	0.959
kac_Latn-spa_Latn	12.72	33.43	0.933
crh_Latn-cat_Latn	30.05	50.47	0.989
knc_Arab-tur_Latn	2.26	13.53	1.197
ssw_Latn-knc_Latn	4.92	21.74	1.076
gle_Latn-sin_Sinh	28.24	37.43	0.935
knc_Latn-hat_Latn	8.29	28.95	1.121
zul_Latn-heb_Hebr	26.64	42.32	0.984
als_Latn-taq_Tfng	6.51	17.77	0.955
knc_Latn-lus_Latn	8.24	28.21	1.079
tgk_Cyrl-urd_Arab	21.25	40.42	1.010
deu_Latn-lug_Latn	8.99	34.98	1.129
prs_Arab-spa_Latn	24.81	47.31	0.929
tha_Thai-hat_Latn	17.78	41.50	1.042
azj_Latn-ayr_Latn	5.53	27.58	1.112
amh_Ethi-fuv_Latn	3.56	20.26	1.094
oci_Latn-kmb_Latn	4.06	25.07	1.067
tha_Thai-lus_Latn	11.65	33.14	0.978
kea_Latn-quy_Latn	4.25	25.93	1.140
taq_Tfng-yor_Latn	4.12	15.56	1.189
pes_Arab-kin_Latn	17.17	41.97	1.066
tat_Cyrl-nya_Latn	12.61	39.11	1.004
ast_Latn-tzm_Tfng	17.00	27.52	0.997
ory_Orya-ewe_Latn	11.72	34.06	1.058
snd_Arab-kon_Latn	14.19	41.98	1.074
lvs_Latn-hin_Deva	25.82	44.74	0.994
bug_Latn-hrv_Latn	15.01	34.71	0.936
knc_Arab-mai_Deva	1.66	10.65	1.176
kin_Latn-lvs_Latn	16.57	37.75	0.960
ewe_Latn-hne_Deva	10.51	25.85	0.941
mlt_Latn-tpi_Latn	17.64	41.94	0.838
lmo_Latn-nso_Latn	19.77	43.85	1.033
kon_Latn-epo_Latn	18.34	38.27	0.944
ssw_Latn-acq_Arab	10.46	25.79	1.275
sin_Sinh-kea_Latn	14.93	35.74	0.964
nob_Latn-tel_Telu	28.02	44.62	0.989
ckb_Arab-nob_Latn	21.46	44.68	0.944
hne_Deva-kon_Latn	15.13	43.36	1.102
lug_Latn-sat_Beng	11.52	19.78	0.846
deu_Latn-kam_Latn	3.64	23.02	1.151
sot_Latn-tso_Latn	21.97	46.13	1.024
fuv_Latn-war_Latn	9.60	31.93	1.047
hye_Armn-mri_Latn	17.80	41.26	0.967
spa_Latn-afr_Latn	26.78	50.34	1.021
tuk_Latn-dik_Latn	3.39	19.59	1.406
ltg_Latn-nso_Latn	18.15	42.97	1.035
bug_Latn-pbt_Arab	10.79	25.63	1.021
san_Deva-ars_Arab	16.59	31.99	1.018
ita_Latn-ckb_Arab	17.39	39.12	1.054
arz_Arab-tzm_Tfng	16.78	28.43	1.052
bos_Latn-ast_Latn	23.74	46.35	0.994
smo_Latn-bod_Tibt	4.43	24.63	1.078
crh_Latn-dzo_Tibt	9.01	31.18	1.044
guj_Gujr-ckb_Arab	17.61	39.34	1.023
bam_Latn-tel_Telu	13.44	28.19	1.019
jpn_Jpan-lua_Latn	5.80	30.21	1.049
kas_Deva-srp_Cyrl	14.52	34.06	0.992
asm_Beng-ron_Latn	25.53	45.09	0.939
hau_Latn-bem_Latn	8.65	32.08	0.910
sna_Latn-cym_Latn	23.25	40.62	0.970
ibo_Latn-ssw_Latn	13.41	35.94	0.986
ind_Latn-tat_Cyrl	25.52	43.44	0.946
tam_Taml-spa_Latn	22.52	44.95	0.917
lug_Latn-pes_Arab	14.45	31.02	0.940
ckb_Arab-kam_Latn	2.93	22.56	1.252
nld_Latn-bam_Latn	6.88	27.60	1.034
tir_Ethi-bos_Latn	17.20	37.98	0.929
deu_Latn-nob_Latn	30.20	52.02	0.982
umb_Latn-ban_Latn	5.76	26.16	0.979
nob_Latn-mal_Mlym	26.98	42.23	0.952
npi_Deva-slv_Latn	24.67	45.90	0.973
yue_Hant-als_Latn	22.25	43.67	0.932
kin_Latn-ory_Orya	19.30	34.56	0.958
tsn_Latn-als_Latn	20.60	40.76	0.922
kbp_Latn-kmb_Latn	3.33	21.96	0.933
lao_Laoo-kan_Knda	25.57	42.34	0.972
lij_Latn-ron_Latn	35.76	54.04	0.969
npi_Deva-fra_Latn	38.18	56.78	0.960
xho_Latn-plt_Latn	17.21	41.67	0.945
por_Latn-knc_Latn	5.47	23.73	1.129
tgk_Cyrl-prs_Arab	21.83	43.35	1.015
aeb_Arab-kin_Latn	13.86	39.04	1.093
ltg_Latn-vec_Latn	14.15	39.32	1.052
nya_Latn-fin_Latn	16.50	37.18	0.903
ltg_Latn-rus_Cyrl	29.18	47.15	0.961
swe_Latn-arb_Arab	31.03	46.56	0.956
bjn_Latn-knc_Latn	5.17	23.51	1.074
arb_Arab-spa_Latn	26.19	48.53	0.947
spa_Latn-ceb_Latn	22.48	48.87	1.049
knc_Arab-kas_Deva	0.98	8.81	0.950
azb_Arab-srd_Latn	14.22	36.57	1.043
est_Latn-hin_Deva	27.51	45.96	0.977
lmo_Latn-vec_Latn	17.75	43.45	1.046
bam_Latn-mal_Mlym	13.31	27.62	0.968
sot_Latn-ell_Grek	26.09	41.04	0.925
tir_Ethi-awa_Deva	10.65	26.75	1.039
kat_Geor-ban_Latn	9.05	34.67	1.078
mar_Deva-hat_Latn	20.08	43.58	1.013
plt_Latn-asm_Beng	15.56	29.42	0.970
lmo_Latn-rus_Cyrl	27.84	44.93	0.968
mar_Deva-lus_Latn	12.54	34.67	0.964
mkd_Cyrl-tha_Thai	28.58	36.73	0.909
tgl_Latn-kaz_Cyrl	23.71	42.53	0.981
rus_Cyrl-crh_Latn	21.58	41.62	0.978
swh_Latn-som_Latn	14.61	38.48	0.994
bjn_Latn-acq_Arab	19.02	34.87	0.933
tum_Latn-yor_Latn	4.42	19.16	1.237
cat_Latn-glg_Latn	36.55	57.04	0.956
zul_Latn-eus_Latn	13.12	33.88	0.836
pap_Latn-ewe_Latn	13.00	35.03	1.044
bul_Cyrl-hun_Latn	28.82	48.43	0.983
scn_Latn-bho_Deva	15.42	34.44	0.938
urd_Arab-kon_Latn	14.24	41.93	1.067
acq_Arab-ckb_Arab	14.93	37.73	1.031
ary_Arab-tat_Cyrl	17.03	37.09	0.957
mag_Deva-fon_Latn	4.63	18.83	1.126
kam_Latn-swe_Latn	10.92	28.84	0.881
glg_Latn-ces_Latn	32.12	49.34	0.986
mya_Mymr-tir_Ethi	11.42	19.69	1.030
xho_Latn-asm_Beng	16.06	29.50	0.963
afr_Latn-bho_Deva	18.34	36.99	0.968
ces_Latn-kik_Latn	11.58	33.24	0.942
ces_Latn-snd_Arab	21.98	39.19	1.000
ben_Beng-eus_Latn	12.74	33.35	0.822
lmo_Latn-lij_Latn	25.45	44.65	1.003
gla_Latn-srd_Latn	20.81	42.81	1.032
nso_Latn-ell_Grek	25.28	40.18	0.905
lua_Latn-mri_Latn	12.08	33.31	0.914
lij_Latn-kmr_Latn	14.96	35.09	1.002
ewe_Latn-tgk_Cyrl	13.12	29.89	0.839
lit_Latn-fuv_Latn	3.35	20.08	1.103
zho_Hant-mag_Deva	11.92	32.35	1.235
tat_Cyrl-oci_Latn	25.34	45.57	0.929
pan_Guru-sun_Latn	16.49	41.70	1.016
twi_Latn-kas_Arab	8.76	20.24	0.978
ars_Arab-nya_Latn	11.74	39.53	1.053
pag_Latn-gla_Latn	14.89	35.93	0.880
ltg_Latn-lij_Latn	19.76	39.41	1.039
bel_Cyrl-ell_Grek	24.41	39.61	0.976
yor_Latn-spa_Latn	14.83	35.82	0.884
taq_Latn-run_Latn	7.06	25.76	1.044
por_Latn-acq_Arab	23.77	39.71	0.951
ckb_Arab-lug_Latn	8.28	33.86	1.116
lvs_Latn-eng_Latn	40.00	60.52	1.001
fao_Latn-amh_Ethi	17.84	26.31	1.026
fij_Latn-guj_Gujr	15.64	30.06	0.929
ace_Arab-ssw_Latn	4.16	25.20	1.153
run_Latn-bul_Cyrl	22.88	41.51	0.946
acq_Arab-yor_Latn	9.28	24.80	1.200
yue_Hant-cat_Latn	26.28	46.87	0.966
tsn_Latn-cat_Latn	24.65	43.46	0.960
gaz_Latn-pag_Latn	12.19	37.04	1.075
dan_Latn-xho_Latn	18.90	42.80	1.031
hau_Latn-srp_Cyrl	21.08	40.34	0.930
kir_Cyrl-yue_Hant	8.53	11.39	0.873
kas_Deva-bem_Latn	6.39	29.69	1.036
run_Latn-wol_Latn	6.47	24.02	1.082
tum_Latn-ckb_Arab	10.39	29.78	1.059
swh_Latn-knc_Latn	5.39	23.22	1.098
tso_Latn-hau_Latn	16.36	39.17	0.971
srd_Latn-snd_Arab	22.86	40.19	0.987
srd_Latn-kik_Latn	11.87	33.32	0.962
heb_Hebr-twi_Latn	10.84	33.56	0.978
bak_Cyrl-npi_Deva	20.96	39.26	1.005
ilo_Latn-gaz_Latn	7.11	31.17	1.061
sat_Beng-gaz_Latn	4.40	26.00	1.130
nld_Latn-lit_Latn	23.68	45.05	0.971
sat_Beng-apc_Arab	9.20	24.24	1.039
tha_Thai-kon_Latn	14.23	41.51	1.058
ilo_Latn-apc_Arab	21.30	36.69	0.992
lin_Latn-ces_Latn	19.88	37.24	0.935
ukr_Cyrl-kam_Latn	3.16	22.14	1.160
knc_Latn-kon_Latn	8.74	34.86	1.148
hun_Latn-guj_Gujr	26.08	42.48	1.002
eus_Latn-fur_Latn	26.85	46.35	0.974
tpi_Latn-ben_Beng	19.56	32.80	0.996
uig_Arab-est_Latn	18.31	40.50	0.940
por_Latn-som_Latn	13.88	37.91	1.003
fuv_Latn-afr_Latn	9.95	29.62	1.012
ban_Latn-tsn_Latn	17.64	41.02	0.996
hne_Deva-hat_Latn	21.83	45.27	1.011
tsn_Latn-dzo_Tibt	7.83	28.96	1.042
yue_Hant-dzo_Tibt	8.81	29.92	1.034
hne_Deva-lus_Latn	12.73	35.15	0.982
spa_Latn-war_Latn	22.11	47.69	1.020
epo_Latn-sun_Latn	17.86	42.23	1.005
sna_Latn-tha_Thai	21.03	31.46	0.899
ukr_Cyrl-lug_Latn	7.85	33.75	1.134
snd_Arab-lus_Latn	12.07	34.26	0.959
nya_Latn-hne_Deva	15.61	32.73	0.941
snd_Arab-hat_Latn	20.56	43.46	1.002
gaz_Latn-srp_Cyrl	16.28	35.59	0.929
tgl_Latn-tpi_Latn	17.75	42.21	0.854
deu_Latn-kab_Latn	11.20	30.52	1.084
vie_Latn-tgl_Latn	25.97	51.16	0.969
dzo_Tibt-aeb_Arab	6.46	21.31	1.215
vec_Latn-san_Deva	5.54	23.33	1.094
pap_Latn-zul_Latn	24.75	47.40	0.988
swh_Latn-acq_Arab	19.82	36.05	1.066
bjn_Latn-som_Latn	12.96	36.35	0.990
ell_Grek-tsn_Latn	18.70	43.37	1.024
bod_Tibt-taq_Latn	1.78	16.85	1.081
ayr_Latn-san_Deva	2.99	15.07	0.978
ajp_Arab-kin_Latn	14.01	39.33	1.083
lvs_Latn-ary_Arab	9.50	27.03	1.282
uzn_Latn-zho_Hans	22.43	19.60	0.915
hau_Latn-pag_Latn	14.54	39.86	1.110
tuk_Latn-mni_Beng	17.86	30.58	1.044
bel_Cyrl-vie_Latn	24.21	45.07	1.017
tuk_Latn-scn_Latn	9.86	31.79	0.969
est_Latn-ary_Arab	10.74	28.44	1.194
kik_Latn-guj_Gujr	11.72	25.34	1.107
gla_Latn-ban_Latn	9.85	34.66	1.070
npi_Deva-asm_Beng	20.66	34.82	0.990
nso_Latn-vie_Latn	29.12	46.74	0.944
nus_Latn-kea_Latn	9.25	27.74	1.010
ron_Latn-cat_Latn	39.06	58.16	1.009
jav_Latn-knc_Arab	4.35	9.38	1.139
taq_Latn-lmo_Latn	3.73	19.00	1.069
mkd_Cyrl-cym_Latn	35.00	52.45	0.993
mri_Latn-tzm_Tfng	15.03	26.49	1.033
fur_Latn-mya_Mymr	11.95	26.22	0.875
kon_Latn-kac_Latn	8.79	30.82	0.844
mar_Deva-kon_Latn	14.50	42.11	1.055
fao_Latn-ita_Latn	22.82	43.44	0.934
cjk_Latn-bak_Cyrl	7.33	22.12	0.909
ilo_Latn-bam_Latn	7.11	27.11	1.046
crh_Latn-als_Latn	26.80	47.88	0.963
sat_Beng-bam_Latn	3.87	22.24	1.178
plt_Latn-fra_Latn	34.11	51.94	0.954
kin_Latn-mlt_Latn	26.85	43.57	0.992
tur_Latn-sin_Sinh	29.69	38.28	0.927
nno_Latn-tat_Cyrl	24.99	43.22	0.961
fuv_Latn-ceb_Latn	10.69	33.30	1.051
eus_Latn-kan_Knda	27.11	42.68	0.967
ita_Latn-yor_Latn	7.73	23.61	1.215
ewe_Latn-fin_Latn	11.46	31.22	0.857
kmr_Latn-ind_Latn	23.54	47.91	0.953
kin_Latn-smo_Latn	21.15	43.86	0.934
min_Latn-bod_Tibt	4.41	24.19	1.112
kea_Latn-uig_Arab	21.59	37.57	1.033
plt_Latn-slv_Latn	21.93	42.34	0.951
ckb_Arab-kab_Latn	10.25	29.02	1.055
guj_Gujr-yor_Latn	9.34	24.46	1.135
kon_Latn-khm_Khmr	9.11	24.80	0.890
rus_Cyrl-hye_Armn	31.54	46.41	0.982
sot_Latn-vie_Latn	31.87	49.44	0.972
hin_Deva-hrv_Latn	25.73	46.74	0.967
bul_Cyrl-umb_Latn	2.03	22.84	0.856
kaz_Cyrl-ace_Latn	7.50	31.48	1.013
urd_Arab-hat_Latn	20.08	43.45	1.015
xho_Latn-fra_Latn	32.89	50.35	0.933
tel_Telu-tat_Cyrl	24.34	42.57	0.960
fao_Latn-pap_Latn	21.72	42.57	0.960
urd_Arab-lus_Latn	11.71	34.08	0.951
jpn_Jpan-swh_Latn	21.81	46.26	0.996
ell_Grek-arb_Arab	28.60	44.03	0.973
npi_Deva-plt_Latn	19.94	45.97	1.010
kat_Geor-srd_Latn	21.06	44.04	1.034
smo_Latn-dyu_Latn	1.54	14.59	0.864
azb_Arab-ban_Latn	5.79	29.93	1.111
taq_Latn-ltz_Latn	7.91	25.76	1.072
xho_Latn-slv_Latn	22.29	42.25	0.943
hin_Deva-pbt_Arab	18.04	34.46	1.000
ron_Latn-dzo_Tibt	9.19	31.16	1.048
san_Deva-azj_Latn	13.70	32.13	0.921
mlt_Latn-kaz_Cyrl	26.77	45.64	0.980
tso_Latn-sna_Latn	14.72	37.96	0.952
vec_Latn-luo_Latn	12.22	35.72	1.003
tir_Ethi-shn_Mymr	9.92	28.80	0.933
ayr_Latn-luo_Latn	6.94	26.85	0.970
pbt_Arab-bul_Cyrl	28.47	47.63	0.983
umb_Latn-srd_Latn	8.92	28.23	0.915
taq_Tfng-ckb_Arab	3.90	19.16	1.083
dyu_Latn-aeb_Arab	2.94	14.03	1.451
zho_Hant-pol_Latn	19.59	38.03	1.011
war_Latn-bak_Cyrl	22.78	40.57	0.935
pbt_Arab-wol_Latn	6.14	24.79	1.119
khm_Khmr-ace_Latn	7.78	32.21	1.055
ukr_Cyrl-nob_Latn	25.80	48.78	0.978
nya_Latn-tgk_Cyrl	18.54	35.43	0.873
bem_Latn-knc_Arab	4.23	9.34	1.163
ban_Latn-arb_Arab	25.24	40.50	0.975
ory_Orya-zul_Latn	20.43	43.74	0.978
ssw_Latn-som_Latn	12.02	35.04	0.961
apc_Arab-ajp_Arab	33.35	49.64	0.994
amh_Ethi-bjn_Latn	13.98	39.32	0.965
bjn_Latn-bod_Tibt	5.20	26.10	1.059
tgl_Latn-uig_Arab	13.00	29.24	1.079
swh_Latn-dyu_Latn	1.58	14.70	0.808
acq_Arab-acm_Arab	27.12	46.60	1.139
dan_Latn-ban_Latn	12.41	38.14	1.067
mya_Mymr-cym_Latn	25.13	43.68	1.005
dyu_Latn-asm_Beng	6.44	16.68	0.983
sin_Sinh-kor_Hang	18.62	27.05	0.937
swe_Latn-sun_Latn	17.54	41.63	1.016
crh_Latn-cjk_Latn	2.27	22.02	1.076
arb_Arab-ron_Latn	31.70	51.19	0.959
jpn_Jpan-guj_Gujr	22.44	38.54	1.002
scn_Latn-kik_Latn	10.75	32.12	0.961
scn_Latn-snd_Arab	21.36	37.63	1.000
amh_Ethi-ibo_Latn	14.01	35.63	1.003
slk_Latn-arz_Arab	20.79	36.69	1.050
ibo_Latn-ita_Latn	20.12	40.46	0.929
nya_Latn-lim_Latn	10.37	31.11	0.916
rus_Cyrl-pan_Guru	26.14	40.05	0.995
nob_Latn-szl_Latn	22.71	40.65	0.974
bam_Latn-szl_Latn	10.50	27.25	1.037
lij_Latn-spa_Latn	26.38	48.43	0.943
zho_Hans-fuv_Latn	2.17	17.64	1.395
est_Latn-afr_Latn	28.82	51.71	0.979
jav_Latn-kir_Cyrl	19.29	37.15	0.959
hau_Latn-ayr_Latn	5.87	27.16	1.056
nld_Latn-khm_Khmr	15.71	30.18	0.897
afr_Latn-kik_Latn	13.18	34.96	0.952
afr_Latn-snd_Arab	25.59	42.67	1.009
ces_Latn-bho_Deva	15.82	34.16	0.971
hye_Armn-mai_Deva	14.79	34.78	1.021
kmr_Latn-ell_Grek	21.28	36.91	0.914
oci_Latn-arz_Arab	24.17	39.95	1.023
kas_Arab-prs_Arab	18.29	38.92	0.989
fon_Latn-urd_Arab	7.85	23.31	1.041
por_Latn-bod_Tibt	5.94	26.81	1.049
aeb_Arab-sat_Beng	14.03	23.07	0.922
pol_Latn-hun_Latn	25.00	44.29	0.985
tam_Taml-ron_Latn	26.37	46.39	0.940
tso_Latn-heb_Hebr	22.77	38.12	0.963
ace_Arab-amh_Ethi	6.82	13.98	1.218
yor_Latn-kmr_Latn	9.32	27.20	0.959
lvs_Latn-ceb_Latn	22.66	48.29	1.003
gle_Latn-nob_Latn	24.83	47.36	0.978
knc_Arab-mri_Latn	3.28	18.49	1.034
nya_Latn-jpn_Jpan	11.33	16.89	0.932
als_Latn-ydd_Hebr	10.98	31.88	1.020
awa_Deva-hun_Latn	25.97	45.59	0.985
nld_Latn-kac_Latn	11.50	35.17	0.947
vie_Latn-mar_Deva	20.28	38.36	0.997
bem_Latn-kir_Cyrl	14.61	31.77	0.960
snd_Arab-lin_Latn	15.42	43.75	1.075
tam_Taml-kmr_Latn	13.01	32.64	0.998
tuk_Latn-gla_Latn	17.37	40.17	1.004
ckb_Arab-sin_Sinh	27.17	36.57	0.939
hye_Armn-tur_Latn	27.13	47.12	0.977
yor_Latn-ron_Latn	17.76	36.45	0.897
dyu_Latn-plt_Latn	6.52	25.81	0.955
gaz_Latn-ayr_Latn	4.98	26.56	1.042
kik_Latn-swh_Latn	15.32	36.27	1.053
ewe_Latn-dan_Latn	15.17	34.85	0.920
pan_Guru-arb_Arab	27.99	44.21	0.964
quy_Latn-ewe_Latn	7.08	26.68	1.054
tur_Latn-kab_Latn	10.13	29.16	1.076
hne_Deva-lin_Latn	15.81	44.13	1.095
bjn_Arab-kan_Knda	9.96	25.79	1.149
uig_Arab-tel_Telu	22.56	38.81	0.976
tir_Ethi-luo_Latn	8.91	32.22	0.966
azj_Latn-bem_Latn	7.16	31.25	0.983
ayr_Latn-shn_Mymr	5.73	23.01	0.924
arb_Arab-kmr_Latn	14.26	34.51	1.012
lua_Latn-kas_Deva	2.56	12.70	0.893
sin_Sinh-ukr_Cyrl	24.69	43.26	0.933
lus_Latn-ajp_Arab	11.66	27.17	1.098
aka_Latn-mya_Mymr	9.93	23.06	0.867
taq_Tfng-zsm_Latn	5.34	25.29	1.074
vec_Latn-shn_Mymr	12.57	32.23	0.935
npi_Deva-aeb_Arab	11.28	28.16	1.237
acm_Arab-pol_Latn	21.80	40.59	0.983
ibo_Latn-pap_Latn	18.94	39.37	0.941
spa_Latn-eng_Latn	36.86	59.03	1.044
hrv_Latn-srd_Latn	26.10	47.99	1.006
luo_Latn-kas_Arab	8.55	20.42	0.979
sin_Sinh-deu_Latn	28.05	48.87	0.930
fin_Latn-swe_Latn	32.30	52.45	0.995
dik_Latn-pol_Latn	8.05	22.94	0.883
sat_Beng-epo_Latn	12.33	33.29	1.023
ilo_Latn-epo_Latn	27.48	48.04	0.991
nya_Latn-bel_Cyrl	16.01	30.90	0.852
prs_Arab-ron_Latn	32.16	51.04	0.954
ssw_Latn-bod_Tibt	4.07	23.75	1.048
gla_Latn-xho_Latn	16.57	39.66	1.027
lua_Latn-mai_Deva	9.30	23.44	0.983
dzo_Tibt-asm_Beng	10.45	24.43	0.968
gle_Latn-lug_Latn	9.05	34.27	1.102
ast_Latn-taq_Latn	3.50	20.43	0.959
szl_Latn-bak_Cyrl	24.56	43.01	0.973
kbp_Latn-arz_Arab	2.92	13.92	1.817
fij_Latn-lua_Latn	6.76	30.13	1.033
tum_Latn-zsm_Latn	17.04	40.85	1.015
uig_Arab-mal_Mlym	22.07	37.31	0.939
kac_Latn-ron_Latn	14.46	32.81	0.961
deu_Latn-sin_Sinh	30.17	38.77	0.956
pes_Arab-sat_Beng	15.98	24.82	0.933
fra_Latn-hun_Latn	29.60	48.65	0.987
sna_Latn-tir_Ethi	10.10	17.54	0.960
smo_Latn-acq_Arab	15.67	31.15	1.039
mlt_Latn-quy_Latn	4.24	25.67	1.088
ary_Arab-twi_Latn	8.63	30.96	0.992
pag_Latn-uzn_Latn	15.42	33.64	0.876
arz_Arab-taq_Latn	3.08	20.97	0.973
guj_Gujr-acm_Arab	8.62	25.51	1.486
fon_Latn-prs_Arab	7.44	24.39	1.006
ltz_Latn-fon_Latn	4.79	18.65	1.135
kas_Arab-urd_Arab	23.33	41.38	0.950
sin_Sinh-tum_Latn	9.77	32.32	0.833
ita_Latn-acm_Arab	10.94	28.51	1.404
smo_Latn-knc_Latn	4.96	22.50	1.116
sin_Sinh-sag_Latn	8.64	33.18	1.002
mai_Deva-hrv_Latn	26.11	47.19	0.991
lit_Latn-ibo_Latn	13.47	34.38	1.047
min_Latn-som_Latn	12.86	36.09	0.994
est_Latn-ceb_Latn	23.53	48.82	0.993
lug_Latn-kin_Latn	12.97	34.78	0.994
kan_Knda-tam_Taml	29.54	47.40	0.968
bak_Cyrl-crh_Latn	21.20	41.43	0.962
kmr_Latn-tso_Latn	14.11	38.08	1.035
spa_Latn-hin_Deva	25.61	44.35	1.007
asm_Beng-spa_Latn	20.20	43.00	0.917
kon_Latn-lit_Latn	13.08	32.43	0.922
dzo_Tibt-plt_Latn	11.15	35.53	0.998
lvs_Latn-afr_Latn	26.88	50.33	0.989
azb_Arab-xho_Latn	9.61	32.13	1.058
grn_Latn-tam_Taml	17.46	35.62	0.931
hye_Armn-kas_Deva	3.72	15.48	0.942
bjn_Arab-fur_Latn	10.03	29.74	1.064
urd_Arab-lin_Latn	15.00	43.41	1.074
tso_Latn-eus_Latn	16.02	36.80	0.890
isl_Latn-ces_Latn	24.49	42.00	0.964
mai_Deva-pbt_Arab	18.44	35.25	1.000
lit_Latn-bjn_Latn	13.28	38.94	1.003
kea_Latn-tpi_Latn	17.32	41.67	0.831
ydd_Hebr-ace_Arab	5.54	18.04	1.129
pag_Latn-dik_Latn	4.67	19.70	1.162
pan_Guru-tsn_Latn	19.30	43.74	1.022
kir_Cyrl-ilo_Latn	15.76	41.50	0.909
sin_Sinh-por_Latn	31.30	51.51	0.960
hun_Latn-swh_Latn	24.38	48.43	1.002
aeb_Arab-pes_Arab	19.98	40.14	0.983
kac_Latn-kmr_Latn	8.22	26.08	1.067
gle_Latn-kam_Latn	3.25	21.40	1.113
fuv_Latn-ary_Arab	5.62	20.08	1.173
lua_Latn-tur_Latn	13.64	31.02	0.910
wol_Latn-bul_Cyrl	16.28	33.60	0.973
tir_Ethi-san_Deva	4.51	20.70	1.059
prs_Arab-kmr_Latn	14.62	34.74	1.002
ind_Latn-twi_Latn	12.19	34.37	0.959
vec_Latn-bos_Latn	28.53	48.91	0.952
azj_Latn-srp_Cyrl	21.27	41.76	0.998
sat_Beng-khm_Khmr	9.19	21.55	0.956
ayr_Latn-bos_Latn	9.14	26.12	0.896
ilo_Latn-khm_Khmr	14.12	30.70	0.925
ace_Arab-pap_Latn	8.66	28.24	1.040
dyu_Latn-slv_Latn	6.72	23.44	1.015
ewe_Latn-lim_Latn	7.66	26.21	0.901
min_Latn-knc_Latn	5.20	23.36	1.104
ceb_Latn-nso_Latn	20.37	45.25	1.043
smo_Latn-som_Latn	12.89	35.91	0.989
zsm_Latn-nso_Latn	21.23	45.80	1.028
nus_Latn-sag_Latn	7.36	31.32	1.025
dyu_Latn-fra_Latn	10.33	26.12	0.953
tur_Latn-lug_Latn	8.69	34.35	1.117
ben_Beng-hau_Latn	20.12	43.67	0.988
hrv_Latn-ban_Latn	11.89	36.92	1.031
san_Deva-lao_Laoo	16.60	32.84	0.925
shn_Mymr-ben_Beng	16.64	31.61	1.014
fij_Latn-swh_Latn	16.12	38.74	0.960
tha_Thai-lin_Latn	15.72	43.99	1.082
mya_Mymr-tha_Thai	24.86	33.59	0.911
mlt_Latn-uig_Arab	13.72	30.16	1.077
pol_Latn-umb_Latn	2.30	22.71	0.864
rus_Cyrl-npi_Deva	21.49	40.35	1.022
sun_Latn-nya_Latn	16.04	42.23	0.962
sot_Latn-ind_Latn	32.24	55.01	1.002
zul_Latn-hau_Latn	18.80	41.94	0.994
vec_Latn-awa_Deva	14.69	32.86	1.042
ssw_Latn-dyu_Latn	1.20	13.78	0.801
ajp_Arab-pes_Arab	21.30	41.89	0.980
taq_Tfng-acm_Arab	3.83	16.07	1.148
yue_Hant-cjk_Latn	1.89	19.80	1.113
tsn_Latn-cjk_Latn	2.96	21.96	0.979
est_Latn-war_Latn	22.59	47.84	0.975
ayr_Latn-awa_Deva	6.06	17.81	1.085
vie_Latn-sot_Latn	15.62	40.67	0.978
pag_Latn-mni_Beng	18.32	29.03	0.909
uzn_Latn-azb_Arab	3.78	21.57	1.177
nus_Latn-por_Latn	14.74	33.32	1.000
xho_Latn-aeb_Arab	3.54	16.29	1.847
knc_Latn-lin_Latn	8.89	34.51	1.152
ydd_Hebr-nno_Latn	22.47	45.07	0.987
pag_Latn-scn_Latn	7.51	27.58	0.845
ace_Latn-kat_Geor	19.36	34.13	0.920
ibo_Latn-amh_Ethi	16.48	23.97	0.997
hat_Latn-mya_Mymr	13.01	26.79	0.843
lmo_Latn-ast_Latn	22.53	45.70	1.022
kas_Deva-ayr_Latn	4.75	26.58	1.185
ban_Latn-sun_Latn	17.13	40.82	1.025
som_Latn-tam_Taml	20.97	40.07	0.934
nya_Latn-dan_Latn	22.09	42.46	0.948
cym_Latn-ben_Beng	27.23	42.60	0.995
kmb_Latn-arz_Arab	5.04	18.00	1.449
mkd_Cyrl-tir_Ethi	13.99	22.38	1.013
tzm_Tfng-ben_Beng	11.53	26.38	1.011
awa_Deva-umb_Latn	2.55	23.72	0.956
ewe_Latn-jpn_Jpan	8.30	13.38	0.927
nob_Latn-est_Latn	24.13	46.82	0.980
acq_Arab-zsm_Latn	25.30	52.75	1.043
ltg_Latn-ast_Latn	18.97	42.86	1.046
hun_Latn-lua_Latn	7.58	33.16	1.084
kmr_Latn-vie_Latn	24.42	42.99	0.938
epo_Latn-tsn_Latn	22.33	45.74	0.982
heb_Hebr-tat_Cyrl	25.25	44.11	0.963
plt_Latn-aeb_Arab	7.27	22.83	1.431
slv_Latn-bak_Cyrl	25.24	43.43	0.951
kon_Latn-bam_Latn	5.60	23.40	0.939
ace_Arab-ita_Latn	8.86	28.10	1.018
tur_Latn-kam_Latn	3.77	22.70	1.114
mni_Beng-ajp_Arab	16.62	33.08	1.022
uzn_Latn-zho_Hant	14.06	14.74	0.835
nus_Latn-tum_Latn	7.51	28.44	0.862
bos_Latn-nso_Latn	19.22	44.74	1.038
dan_Latn-srd_Latn	28.70	50.52	1.009
fuv_Latn-eng_Latn	13.95	32.40	1.042
bel_Cyrl-ind_Latn	22.21	49.13	1.023
sat_Beng-kac_Latn	7.24	30.50	1.105
ilo_Latn-kac_Latn	12.20	35.45	0.935
acm_Arab-mag_Deva	19.59	40.24	1.028
